,Event,R,Rn,Ry
739,AVG.UNC_R2_RxR_INSERTS.NCB,0.9833465503568596,0.9979253112033195,0.9812178127840049
740,AVG.UNC_R2_RxR_INSERTS.NCS,0.9875759978852763,1.0,0.9857618903362617
741,AVG.UNC_R2_RxR_OCCUPANCY.DRS,0.9973565952947396,0.995850622406639,0.9975764919721296
742,AVG.UNC_R2_TxR_CYCLES_FULL.AD,1.0,1.0,1.0
743,AVG.UNC_R2_TxR_CYCLES_NE.AD,0.9844039122389638,1.0,0.9821266282944562
744,AVG.UNC_R2_TxR_CYCLES_NE.AK,0.9407877346021676,1.0,0.9321417752196304
745,AVG.UNC_R2_TxR_CYCLES_NE.BL,0.9505683320116309,0.9190871369294605,0.9551651014843987
746,AVG.UNC_R2_TxR_NACK_CCW.AK,0.9370869680148031,0.995850622406639,0.928506513177825
747,AVG.UNC_R2_TxR_NACK_CCW.BL,0.9770023790642347,0.9294605809128631,0.983944259315359
748,AVG.UNC_R2_TxR_NACK_CW.AD,0.9976209357652657,0.9979253112033195,0.9975764919721296
749,AVG.UNC_R2_TxR_NACK_CW.AK,0.9812318265926513,1.0,0.9784913662526508
750,AVG.UNC_R2_TxR_NACK_CW.BL,0.978852762357917,1.0,0.9757649197212965
751,AVG.UNC_R3_CLOCKTICKS,0.9883690192968544,0.9979253112033195,0.9869736443501969
752,AVG.UNC_R3_C_HI_AD_CREDITS_EMPTY.CBO8,0.993127147766323,1.0,0.9921235989094214
753,AVG.UNC_R3_C_HI_AD_CREDITS_EMPTY.CBO9,0.9970922548242136,1.0,0.9966676764616783
754,AVG.UNC_R3_C_LO_AD_CREDITS_EMPTY.CBO0,0.9947131905894793,1.0,0.9939412299303242
755,AVG.UNC_R3_C_LO_AD_CREDITS_EMPTY.CBO1,0.985196933650542,0.995850622406639,0.9836413208118752
756,AVG.UNC_R3_C_LO_AD_CREDITS_EMPTY.CBO2,0.999735659529474,1.0,0.9996970614965162
757,AVG.UNC_R3_C_LO_AD_CREDITS_EMPTY.CBO3,0.9936558287073751,1.0,0.9927294759163889
758,AVG.UNC_R3_C_LO_AD_CREDITS_EMPTY.CBO4,0.9936558287073751,1.0,0.9927294759163889
759,AVG.UNC_R3_C_LO_AD_CREDITS_EMPTY.CBO5,0.9960348929421095,1.0,0.9954559224477431
760,AVG.UNC_R3_C_LO_AD_CREDITS_EMPTY.CBO6,0.9947131905894793,1.0,0.9939412299303242
761,AVG.UNC_R3_C_LO_AD_CREDITS_EMPTY.CBO7,0.992862807295797,1.0,0.9918206604059376
762,AVG.UNC_R3_HA_R2_BL_CREDITS_EMPTY.HA0,1.0,1.0,1.0
763,AVG.UNC_R3_HA_R2_BL_CREDITS_EMPTY.R2_NCB,0.9844039122389638,0.9854771784232366,0.9842471978188427
764,AVG.UNC_R3_HA_R2_BL_CREDITS_EMPTY.R2_NCS,1.0,1.0,1.0
765,AVG.UNC_R3_QPI0_AD_CREDITS_EMPTY.VN0_HOM,1.0,1.0,1.0
766,AVG.UNC_R3_QPI0_AD_CREDITS_EMPTY.VN0_NDR,1.0,1.0,1.0
767,AVG.UNC_R3_QPI0_AD_CREDITS_EMPTY.VNA,0.9912767644726408,0.9979253112033195,0.9903059678885187
768,AVG.UNC_R3_QPI0_BL_CREDITS_EMPTY.VN0_HOM,1.0,1.0,1.0
769,AVG.UNC_R3_QPI0_BL_CREDITS_EMPTY.VNA,0.9910124240021148,0.995850622406639,0.9903059678885187
770,AVG.UNC_R3_QPI1_AD_CREDITS_EMPTY.VN0_HOM,1.0,1.0,1.0
771,AVG.UNC_R3_QPI1_AD_CREDITS_EMPTY.VNA,0.9894263811789585,0.9813278008298755,0.9906089063920024
772,AVG.UNC_R3_QPI1_BL_CREDITS_EMPTY.VNA,0.9992069785884219,1.0,0.9990911844895486
773,AVG.UNC_R3_RING_AD_USED.CCW,0.972244250594766,0.9647302904564315,0.9733414116934263
774,AVG.UNC_R3_RING_AD_USED.CCW_VR0_EVEN,0.8495902722706846,0.9107883817427386,0.840654347167525
775,AVG.UNC_R3_RING_AD_USED.CCW_VR0_ODD,0.9659000793021412,0.9730290456431535,0.96485913359588
776,AVG.UNC_R3_RING_AD_USED.CW,0.837959291567539,0.7551867219917012,0.8500454407755226
777,AVG.UNC_R3_RING_AD_USED.CW_VR0_EVEN,0.83055775839281,0.7468879668049793,0.8427749166919115
778,AVG.UNC_R3_RING_AD_USED.CW_VR0_ODD,0.8046523922812583,0.6991701244813278,0.8200545289306271
779,AVG.UNC_R3_RING_AK_USED.CCW,0.7591858313507798,0.7946058091286307,0.7540139351711602
780,AVG.UNC_R3_RING_AK_USED.CCW_VR0_EVEN,0.7512556172349987,0.7863070539419087,0.7461375340805816
781,AVG.UNC_R3_RING_AK_USED.CCW_VR0_ODD,0.7996299233412636,0.91701244813278,0.7824901544986368
782,AVG.UNC_R3_RING_AK_USED.CW,0.7599788527623579,0.7946058091286307,0.7549227506816116
783,AVG.UNC_R3_RING_AK_USED.CW_VR0_EVEN,0.7599788527623579,0.7946058091286307,0.7549227506816116
784,AVG.UNC_R3_RING_AK_USED.CW_VR0_ODD,0.7599788527623579,0.7946058091286307,0.7549227506816116
785,AVG.UNC_R3_RING_BL_USED.CCW,0.9677504625958234,0.9896265560165975,0.9645561950923962
786,AVG.UNC_R3_RING_BL_USED.CCW_VR0_EVEN,0.9743589743589743,0.9771784232365145,0.9739472887003938
787,AVG.UNC_R3_RING_BL_USED.CCW_VR0_ODD,0.9558551414221518,1.0,0.9494092699182066
788,AVG.UNC_R3_RING_BL_USED.CW,0.9965635738831615,0.9979253112033195,0.9963647379581945
789,AVG.UNC_R3_RING_BL_USED.CW_VR0_EVEN,0.979381443298969,1.0,0.9763707967282642
790,AVG.UNC_R3_RING_BL_USED.CW_VR0_ODD,0.9783240814168649,1.0,0.975159042714329
791,AVG.UNC_R3_RING_IV_USED.ANY,0.7285223367697594,0.7925311203319502,0.7191760072705241
792,AVG.UNC_R3_RING_IV_USED.CW,0.739095955590801,0.7842323651452282,0.732505301423811
793,AVG.UNC_R3_RxR_BYPASSED.AD,1.0,1.0,1.0
794,AVG.UNC_R3_RxR_CYCLES_NE.HOM,0.9952418715305313,1.0,0.9945471069372918
795,AVG.UNC_R3_RxR_CYCLES_NE.NDR,0.9093312186095691,0.8630705394190872,0.9160860345349894
796,AVG.UNC_R3_RxR_CYCLES_NE.SNP,0.6933650541897964,0.27593360995850624,0.7543168736746441
797,AVG.UNC_R3_RxR_INSERTS.HOM,0.8916204070843247,0.9066390041493776,0.8894274462284156
798,AVG.UNC_R3_RxR_INSERTS.NDR,0.9566481628337299,0.9087136929460581,0.9636473795819449
799,AVG.UNC_R3_RxR_INSERTS.SNP,0.8012159661644198,0.4854771784232365,0.8473189942441685
800,AVG.UNC_R3_RxR_OCCUPANCY.DRS,0.9191118160190325,0.9232365145228216,0.9185095425628598
801,AVG.UNC_R3_RxR_OCCUPANCY.HOM,0.9785884218873909,1.0,0.9754619812178128
802,AVG.UNC_R3_RxR_OCCUPANCY.NCB,0.9955062120010574,0.9896265560165975,0.9963647379581945
803,AVG.UNC_R3_RxR_OCCUPANCY.NCS,0.9978852762357917,0.995850622406639,0.9981823689790973
804,AVG.UNC_R3_RxR_OCCUPANCY.NDR,0.964578376949511,0.9979253112033195,0.9597091790366555
805,AVG.UNC_R3_RxR_OCCUPANCY.SNP,0.9777954004758128,0.9647302904564315,0.9797031202665859
806,AVG.UNC_R3_TxR_NACK_CCW.AD,0.725878932064499,0.5186721991701245,0.7561345046955468
807,AVG.UNC_R3_TxR_NACK_CCW.AK,0.6225218080888184,0.2157676348547718,0.6819145713420176
808,AVG.UNC_R3_TxR_NACK_CCW.BL,0.8992862807295797,0.9585062240663901,0.8906392002423508
809,AVG.UNC_R3_TxR_NACK_CW.AD,0.7980438805181074,0.7240663900414938,0.8088458043017267
810,AVG.UNC_R3_TxR_NACK_CW.AK,0.6389109172614327,0.3070539419087137,0.6873674644047258
811,AVG.UNC_R3_TxR_NACK_CW.BL,0.9024583663758922,0.9564315352697096,0.8945774007876401
812,AVG.UNC_R3_VN0_CREDITS_REJECT.HOM,1.0,1.0,1.0
813,AVG.UNC_R3_VN0_CREDITS_REJECT.NDR,1.0,1.0,1.0
814,AVG.UNC_R3_VN0_CREDITS_USED.DRS,1.0,1.0,1.0
815,AVG.UNC_R3_VN0_CREDITS_USED.HOM,1.0,1.0,1.0
816,AVG.UNC_R3_VN0_CREDITS_USED.SNP,1.0,1.0,1.0
817,AVG.UNC_R3_VN1_CREDITS_REJECT.HOM,1.0,1.0,1.0
818,AVG.UNC_R3_VNA_CREDITS_ACQUIRED.AD,0.8109965635738832,0.7697095435684648,0.8170251438957892
819,AVG.UNC_R3_VNA_CREDITS_ACQUIRED.BL,0.9910124240021148,0.9875518672199171,0.9915177219024538
820,AVG.UNC_R3_VNA_CREDITS_REJECT.DRS,1.0,1.0,1.0
821,AVG.UNC_R3_VNA_CREDITS_REJECT.HOM,1.0,1.0,1.0
822,AVG.UNC_R3_VNA_CREDITS_REJECT.NDR,1.0,1.0,1.0
823,AVG.UNC_R3_VNA_CREDITS_REJECT.SNP,1.0,1.0,1.0
824,AVG.UOPS_DISPATCHED_PORT.PORT_0,0.993127147766323,0.995850622406639,0.9927294759163889
825,AVG.UOPS_DISPATCHED_PORT.PORT_0_CORE,0.9867829764736982,0.9979253112033195,0.9851560133292941
826,AVG.UOPS_DISPATCHED_PORT.PORT_1,0.7972508591065293,1.0,0.7676461678279309
827,AVG.UOPS_DISPATCHED_PORT.PORT_1_CORE,0.7901136664023262,0.9979253112033195,0.7597697667373523
828,AVG.UOPS_DISPATCHED_PORT.PORT_2,0.6804123711340206,0.5622406639004149,0.6976673735231748
829,AVG.UOPS_DISPATCHED_PORT.PORT_2_CORE,0.796457837694951,0.6390041493775933,0.8194486519236595
830,AVG.UOPS_DISPATCHED_PORT.PORT_3,0.77451757864129,0.6390041493775933,0.7943047561345047
831,AVG.UOPS_DISPATCHED_PORT.PORT_3_CORE,0.9169970922548242,0.9273858921161826,0.9154801575280218
832,AVG.UOPS_DISPATCHED_PORT.PORT_4,0.6140629130319852,0.46473029045643155,0.6358679188124811
833,AVG.UOPS_DISPATCHED_PORT.PORT_4_CORE,0.7139836108908274,0.5518672199170125,0.7376552559830355
834,AVG.UOPS_DISPATCHED_PORT.PORT_5,0.8744382765001322,0.9066390041493776,0.8697364435019691
835,AVG.UOPS_DISPATCHED_PORT.PORT_5_CORE,0.9180544541369283,0.9688796680497925,0.9106331414722811
836,AVG.UOPS_EXECUTED.CORE,0.7531060005286809,0.5726141078838174,0.7794607694637988
837,AVG.UOPS_EXECUTED.CORE_CYCLES_GE_1,0.9738302934179223,0.9875518672199171,0.9718267191760073
838,AVG.UOPS_EXECUTED.CORE_CYCLES_GE_2,0.7589214908802537,0.6348547717842323,0.7770372614359286
839,AVG.UOPS_EXECUTED.CORE_CYCLES_GE_3,0.8213058419243986,0.7282157676348547,0.8348985156013329
840,AVG.UOPS_EXECUTED.CORE_CYCLES_GE_4,0.7369812318265927,0.6182572614107884,0.7543168736746441
841,AVG.UOPS_EXECUTED.CORE_CYCLES_NONE,0.9230769230769231,0.9771784232365145,0.915177219024538
842,AVG.UOPS_EXECUTED.CYCLES_GE_1_UOP_EXEC,0.9169970922548242,0.946058091286307,0.9127537109966677
843,AVG.UOPS_EXECUTED.CYCLES_GE_2_UOPS_EXEC,0.7086968014803067,0.5809128630705395,0.7273553468645865
844,AVG.UOPS_EXECUTED.CYCLES_GE_3_UOPS_EXEC,0.7346021675918584,0.6348547717842323,0.7491669191154195
845,AVG.UOPS_EXECUTED.CYCLES_GE_4_UOPS_EXEC,0.6954797779540047,0.5809128630705395,0.7122084216903969
846,AVG.UOPS_EXECUTED.STALL_CYCLES,0.9915411049431668,0.9979253112033195,0.9906089063920024
847,AVG.UOPS_EXECUTED.THREAD,0.7758392809939202,0.7033195020746889,0.786428355043926
848,AVG.UOPS_ISSUED.ANY,0.8287073750991277,0.8547717842323651,0.8249015449863678
849,AVG.UOPS_ISSUED.CORE_STALL_CYCLES,0.9254559873116575,0.9730290456431535,0.9185095425628598
850,AVG.UOPS_ISSUED.FLAGS_MERGE,0.9410520750726936,0.9896265560165975,0.9339594062405332
851,AVG.UOPS_ISSUED.SINGLE_MUL,0.8284430346286017,1.0,0.8033929112390185
852,AVG.UOPS_ISSUED.SLOW_LEA,0.9941845096484272,1.0,0.9933353529233565
853,AVG.UOPS_ISSUED.STALL_CYCLES,0.8934707903780069,0.9854771784232366,0.880036352620418
854,AVG.UOPS_RETIRED.ALL,0.9569125033042559,0.991701244813278,0.9518327779460769
855,AVG.UOPS_RETIRED.CORE_STALL_CYCLES,0.9740946338884483,0.9875518672199171,0.9721296576794911
856,AVG.UOPS_RETIRED.RETIRE_SLOTS,0.9669574411842453,0.9875518672199171,0.9639503180854286
857,AVG.UOPS_RETIRED.STALL_CYCLES,0.9635210150674068,0.9854771784232366,0.9603150560436231
858,AVG.UOPS_RETIRED.TOTAL_CYCLES,0.9947131905894793,0.9979253112033195,0.9942441684338079
859,STD.ARITH.FPU_DIV,0.993127147766323,1.0,0.9921235989094214
860,STD.ARITH.FPU_DIV_ACTIVE,0.9270420301348137,1.0,0.9163889730384732
861,STD.BACLEARS.ANY,0.9994713190589479,1.0,0.9993941229930324
862,STD.BR_INST_EXEC.ALL_BRANCHES,0.9751519957705524,0.9937759336099585,0.9724325961829748
863,STD.BR_INST_EXEC.ALL_CONDITIONAL,0.9910124240021148,0.995850622406639,0.9903059678885187
864,STD.BR_INST_EXEC.ALL_DIRECT_JMP,0.8530266983875231,0.8609958506224067,0.8518630717964253
865,STD.BR_INST_EXEC.ALL_DIRECT_NEAR_CALL,0.8900343642611683,0.9107883817427386,0.8870039382005452
866,STD.BR_INST_EXEC.ALL_INDIRECT_JUMP_NON_CALL_RET,0.9865186360031721,0.9979253112033195,0.9848530748258104
867,STD.BR_INST_EXEC.ALL_INDIRECT_NEAR_RETURN,0.9547977795400476,1.0,0.9481975159042715
868,STD.BR_INST_EXEC.NONTAKEN_CONDITIONAL,0.9656357388316151,0.9854771784232366,0.9627385640714935
869,STD.BR_INST_EXEC.TAKEN_CONDITIONAL,0.9386730108379593,1.0,0.9297182671917601
870,STD.BR_INST_EXEC.TAKEN_DIRECT_JUMP,0.865715040972773,0.8817427385892116,0.8633747349288095
871,STD.BR_INST_EXEC.TAKEN_DIRECT_NEAR_CALL,0.8784033835580227,0.9045643153526971,0.8745834595577098
872,STD.BR_INST_EXEC.TAKEN_INDIRECT_JUMP_NON_CALL_RET,0.9162040708432461,0.8921161825726142,0.9197212965767949
873,STD.BR_INST_EXEC.TAKEN_INDIRECT_NEAR_CALL,0.9841395717684377,0.9875518672199171,0.9836413208118752
874,STD.BR_INST_EXEC.TAKEN_INDIRECT_NEAR_RETURN,0.9386730108379593,0.991701244813278,0.9309300212056952
875,STD.BR_INST_RETIRED.ALL_BRANCHES,0.9516256938937351,0.9875518672199171,0.9463798848833687
876,STD.BR_INST_RETIRED.ALL_BRANCHES_PEBS,0.9783240814168649,0.9896265560165975,0.9766737352317479
877,STD.BR_INST_RETIRED.CONDITIONAL,0.9910124240021148,1.0,0.9897000908815511
878,STD.BR_INST_RETIRED.FAR_BRANCH,0.9286280729579699,0.9087136929460581,0.9315358982126628
879,STD.BR_INST_RETIRED.NEAR_CALL,0.9910124240021148,1.0,0.9897000908815511
880,STD.BR_INST_RETIRED.NEAR_RETURN,0.9865186360031721,1.0,0.9845501363223266
881,STD.BR_INST_RETIRED.NEAR_TAKEN,0.9801744647105471,0.970954356846473,0.9815207512874886
882,STD.BR_INST_RETIRED.NOT_TAKEN,0.9524187153053132,0.9771784232365145,0.948803392911239
883,STD.BR_MISP_EXEC.ALL_BRANCHES,0.9431667988369019,0.9336099585062241,0.944562253862466
884,STD.BR_MISP_EXEC.ALL_CONDITIONAL,0.9410520750726936,0.8838174273858921,0.9494092699182066
885,STD.BR_MISP_EXEC.ALL_INDIRECT_JUMP_NON_CALL_RET,0.88791964049696,0.9107883817427386,0.884580430172675
886,STD.BR_MISP_EXEC.NONTAKEN_CONDITIONAL,0.8540840602696272,0.9543568464730291,0.8394425931535898
887,STD.BR_MISP_EXEC.TAKEN_CONDITIONAL,0.993127147766323,0.9813278008298755,0.9948500454407755
888,STD.BR_MISP_EXEC.TAKEN_INDIRECT_JUMP_NON_CALL_RET,0.9074808353158869,0.9543568464730291,0.900636170857316
889,STD.BR_MISP_EXEC.TAKEN_INDIRECT_NEAR_CALL,0.7372455722971187,1.0,0.69887912753711
890,STD.BR_MISP_EXEC.TAKEN_RETURN_NEAR,0.9117102828443034,1.0,0.8988185398364132
891,STD.BR_MISP_RETIRED.ALL_BRANCHES,0.8736452550885541,0.9896265560165975,0.856710087852166
892,STD.BR_MISP_RETIRED.ALL_BRANCHES_PEBS,0.9836108908273856,0.9605809128630706,0.9869736443501969
893,STD.BR_MISP_RETIRED.CONDITIONAL,0.9259846682527095,0.9232365145228216,0.9263859436534384
894,STD.BR_MISP_RETIRED.NEAR_TAKEN,0.936822627544277,0.9813278008298755,0.9303241441987277
895,STD.CPL_CYCLES.RING0,0.9883690192968544,0.9979253112033195,0.9869736443501969
896,STD.CPL_CYCLES.RING0_TRANS,0.9035157282579963,0.8589211618257261,0.9100272644653136
897,STD.CPL_CYCLES.RING123,0.9984139571768438,1.0,0.9981823689790973
898,STD.CPU_CLK_THREAD_UNHALTED.ONE_THREAD_ACTIVE,0.9973565952947396,0.9896265560165975,0.998485307482581
899,STD.CPU_CLK_THREAD_UNHALTED.REF_XCLK,0.9902194025905366,0.995850622406639,0.9893971523780672
900,STD.CPU_CLK_THREAD_UNHALTED.REF_XCLK_ANY,1.0,1.0,1.0
901,STD.CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE,0.999735659529474,1.0,0.9996970614965162
902,STD.CPU_CLK_UNHALTED.REF_TSC,0.9968279143536876,0.9979253112033195,0.9966676764616783
903,STD.CPU_CLK_UNHALTED.REF_XCLK,0.9899550621200106,0.9979253112033195,0.9887912753710997
904,STD.CPU_CLK_UNHALTED.REF_XCLK_ANY,0.9984139571768438,0.9979253112033195,0.998485307482581
905,STD.CPU_CLK_UNHALTED.THREAD_P,0.9992069785884219,1.0,0.9990911844895486
906,STD.CPU_CLK_UNHALTED.THREAD_P_ANY,0.9981496167063177,1.0,0.9978794304756134
907,STD.CYCLE_ACTIVITY.CYCLES_L1D_MISS,0.7052603753634682,0.8174273858921162,0.6888821569221448
908,STD.CYCLE_ACTIVITY.CYCLES_L1D_PENDING,0.7020882897171556,0.7427385892116183,0.6961526810057558
909,STD.CYCLE_ACTIVITY.CYCLES_L2_MISS,0.8461538461538461,0.9771784232365145,0.8270221145107544
910,STD.CYCLE_ACTIVITY.CYCLES_L2_PENDING,0.8403383558022733,0.9771784232365145,0.8203574674341109
911,STD.CYCLE_ACTIVITY.CYCLES_LDM_PENDING,0.9986782976473698,1.0,0.998485307482581
912,STD.CYCLE_ACTIVITY.CYCLES_MEM_ANY,0.9992069785884219,0.9979253112033195,0.9993941229930324
913,STD.CYCLE_ACTIVITY.CYCLES_NO_EXECUTE,0.9867829764736982,1.0,0.9848530748258104
914,STD.CYCLE_ACTIVITY.STALLS_L1D_MISS,0.6679883690192968,0.6970954356846473,0.66373826113299
915,STD.CYCLE_ACTIVITY.STALLS_L1D_PENDING,0.6664023261961406,0.6970954356846473,0.6619206301120872
916,STD.CYCLE_ACTIVITY.STALLS_L2_MISS,0.9492466296590008,1.0,0.9418358073311118
917,STD.CYCLE_ACTIVITY.STALLS_L2_PENDING,0.7954004758128469,0.9273858921161826,0.7761284459254771
918,STD.CYCLE_ACTIVITY.STALLS_LDM_PENDING,0.9986782976473698,0.9979253112033195,0.9987882459860649
919,STD.CYCLE_ACTIVITY.STALLS_MEM_ANY,0.9992069785884219,0.9979253112033195,0.9993941229930324
920,STD.CYCLE_ACTIVITY.STALLS_TOTAL,0.9822891884747554,0.9875518672199171,0.9815207512874886
921,STD.DSB2MITE_SWITCHES.COUNT,0.9740946338884483,0.995850622406639,0.9709179036655559
922,STD.DSB2MITE_SWITCHES.PENALTY_CYCLES,0.9896907216494846,0.9979253112033195,0.9884883368676158
923,STD.DSB_FILL.EXCEED_DSB_LINES,0.5186360031720857,0.6390041493775933,0.5010602847621932
924,STD.DTLB_LOAD_MISSES.DEMAND_LD_WALK_COMPLETED,0.8408670367433254,0.6659751037344398,0.8664041199636474
925,STD.DTLB_LOAD_MISSES.DEMAND_LD_WALK_DURATION,0.8480042294475284,0.7800829875518672,0.8579218418661012
926,STD.DTLB_LOAD_MISSES.LARGE_PAGE_WALK_COMPLETED,0.9629923341263548,0.9875518672199171,0.9594062405331718
927,STD.DTLB_LOAD_MISSES.MISS_CAUSES_A_WALK,0.8702088289717156,0.8547717842323651,0.8724628900333232
928,STD.DTLB_LOAD_MISSES.STLB_HIT,0.9677504625958234,0.9232365145228216,0.9742502272038777
929,STD.DTLB_LOAD_MISSES.WALK_COMPLETED,0.8300290774517579,0.6701244813278008,0.8533777643138443
930,STD.DTLB_LOAD_MISSES.WALK_DURATION,0.8865979381443299,0.8340248962655602,0.8942744622841563
931,STD.DTLB_STORE_MISSES.MISS_CAUSES_A_WALK,0.9339148823684906,0.8755186721991701,0.9424416843380794
932,STD.DTLB_STORE_MISSES.STLB_HIT,0.971715569653714,0.9315352697095436,0.9775825507421994
933,STD.DTLB_STORE_MISSES.WALK_COMPLETED,0.9331218609569125,0.8775933609958506,0.9412299303241441
934,STD.DTLB_STORE_MISSES.WALK_DURATION,0.9320644990748084,0.8692946058091287,0.9412299303241441
935,STD.FP_ASSIST.ANY,1.0,1.0,1.0
936,STD.FP_ASSIST.SIMD_INPUT,1.0,1.0,1.0
937,STD.FP_ASSIST.SIMD_OUTPUT,1.0,1.0,1.0
938,STD.FP_COMP_OPS_EXE.SSE_PACKED_DOUBLE,1.0,1.0,1.0
939,STD.FP_COMP_OPS_EXE.SSE_PACKED_SINGLE,1.0,1.0,1.0
940,STD.FP_COMP_OPS_EXE.SSE_SCALAR_DOUBLE,0.9970922548242136,1.0,0.9966676764616783
941,STD.FP_COMP_OPS_EXE.SSE_SCALAR_SINGLE,0.8720592122653978,1.0,0.8533777643138443
942,STD.FP_COMP_OPS_EXE.X87,0.9936558287073751,0.9979253112033195,0.9930324144198728
943,STD.ICACHE.HIT,0.9632566745968808,0.9854771784232366,0.9600121175401394
944,STD.ICACHE.IFETCH_STALL,0.9074808353158869,0.9979253112033195,0.8942744622841563
945,STD.ICACHE.MISSES,0.9962992334126355,1.0,0.9957588609512269
946,STD.IDQ.ALL_DSB_CYCLES_4_UOPS,0.9109172614327253,0.9024896265560166,0.9121478339897001
947,STD.IDQ.ALL_DSB_CYCLES_ANY_UOPS,0.9447528416600581,0.921161825726141,0.9481975159042715
948,STD.IDQ.ALL_MITE_CYCLES_4_UOPS,0.9970922548242136,0.9979253112033195,0.996970614965162
949,STD.IDQ.ALL_MITE_CYCLES_ANY_UOPS,0.9976209357652657,1.0,0.9972735534686459
950,STD.IDQ.DSB_CYCLES,0.9339148823684906,0.9253112033195021,0.9351711602544683
951,STD.IDQ.DSB_UOPS,0.9214908802537668,0.9024896265560166,0.9242653741290519
952,STD.IDQ.EMPTY,0.9989426381178959,1.0,0.9987882459860649
953,STD.IDQ.MITE_ALL_UOPS,0.9696008458895057,0.9585062240663901,0.9712208421690397
954,STD.IDQ.MITE_CYCLES,0.9606132698916204,0.9439834024896265,0.9630415025749772
955,STD.IDQ.MITE_UOPS,0.9183187946074544,0.8630705394190872,0.9263859436534384
956,STD.IDQ.MS_CYCLES,0.9955062120010574,1.0,0.9948500454407755
957,STD.IDQ.MS_DSB_CYCLES,0.9862542955326461,0.9896265560165975,0.9857618903362617
958,STD.IDQ.MS_DSB_OCCUR,0.9891620407084325,0.9979253112033195,0.9878824598606483
959,STD.IDQ.MS_DSB_UOPS,0.9801744647105471,0.9771784232365145,0.9806119357770373
960,STD.IDQ.MS_MITE_UOPS,0.9955062120010574,1.0,0.9948500454407755
961,STD.IDQ.MS_SWITCHES,0.9894263811789585,1.0,0.9878824598606483
962,STD.IDQ.MS_UOPS,0.9920697858842189,1.0,0.9909118448954862
963,STD.IDQ_UOPS_NOT_DELIVERED.CORE,0.9878403383558023,1.0,0.9860648288397456
964,STD.IDQ_UOPS_NOT_DELIVERED.CYCLES_0_UOPS_DELIV.CORE,0.9957705524715834,1.0,0.9951529839442593
965,STD.IDQ_UOPS_NOT_DELIVERED.CYCLES_FE_WAS_OK,0.9957705524715834,1.0,0.9951529839442593
966,STD.IDQ_UOPS_NOT_DELIVERED.CYCLES_LE_1_UOP_DELIV.CORE,0.9970922548242136,1.0,0.9966676764616783
967,STD.IDQ_UOPS_NOT_DELIVERED.CYCLES_LE_2_UOP_DELIV.CORE,0.9754163362410785,0.9875518672199171,0.97364435019691
968,STD.IDQ_UOPS_NOT_DELIVERED.CYCLES_LE_3_UOP_DELIV.CORE,1.0,1.0,1.0
969,STD.ILD_STALL.IQ_FULL,0.9933914882368491,1.0,0.9924265374129052
970,STD.ILD_STALL.LCP,1.0,1.0,1.0
971,STD.INST_RETIRED.ANY_P,0.9994713190589479,1.0,0.9993941229930324
972,STD.INST_RETIRED.PREC_DIST,0.9302141157811261,0.9543568464730291,0.9266888821569221
973,STD.INT_MISC.RECOVERY_CYCLES,0.9912767644726408,0.9813278008298755,0.9927294759163889
974,STD.INT_MISC.RECOVERY_CYCLES_ANY,0.9976209357652657,0.9979253112033195,0.9975764919721296
975,STD.INT_MISC.RECOVERY_STALLS_COUNT,0.9949775310600053,0.991701244813278,0.9954559224477431
976,STD.ITLB.ITLB_FLUSH,0.9970922548242136,1.0,0.9966676764616783
977,STD.ITLB_MISSES.LARGE_PAGE_WALK_COMPLETED,1.0,1.0,1.0
978,STD.ITLB_MISSES.MISS_CAUSES_A_WALK,0.9989426381178959,1.0,0.9987882459860649
979,STD.ITLB_MISSES.STLB_HIT,0.9320644990748084,0.9688796680497925,0.9266888821569221
980,STD.ITLB_MISSES.WALK_COMPLETED,0.9965635738831615,1.0,0.9960617994547107
981,STD.ITLB_MISSES.WALK_DURATION,0.9994713190589479,1.0,0.9993941229930324
982,STD.L1D.REPLACEMENT,0.9986782976473698,1.0,0.998485307482581
983,STD.L1D_PEND_MISS.FB_FULL,0.9759450171821306,0.9979253112033195,0.9727355346864587
984,STD.L1D_PEND_MISS.PENDING,0.8741739360296061,0.9979253112033195,0.8561042108451984
985,STD.L1D_PEND_MISS.PENDING_CYCLES,0.6431403647898494,0.7427385892116183,0.62859739472887
986,STD.L1D_PEND_MISS.PENDING_CYCLES_ANY,0.7123975680676712,0.8112033195020747,0.6979703120266586
987,STD.L2_L1D_WB_RQSTS.ALL,0.9989426381178959,1.0,0.9987882459860649
988,STD.L2_L1D_WB_RQSTS.HIT_E,0.9994713190589479,1.0,0.9993941229930324
989,STD.L2_L1D_WB_RQSTS.HIT_M,0.9780597409463389,1.0,0.9748561042108452
990,STD.L2_L1D_WB_RQSTS.MISS,0.9960348929421095,1.0,0.9954559224477431
991,STD.L2_LINES_IN.ALL,0.9838752312979117,0.9979253112033195,0.9818236897909725
992,STD.L2_LINES_IN.E,0.9957705524715834,0.9979253112033195,0.9954559224477431
993,STD.L2_LINES_IN.I,0.7866772402854877,0.7510373443983402,0.7918812481066344
994,STD.L2_LINES_IN.S,0.6360031720856463,0.9273858921161826,0.59345652832475
995,STD.L2_LINES_OUT.DEMAND_CLEAN,0.7935500925191646,0.9896265560165975,0.7649197212965768
996,STD.L2_LINES_OUT.DEMAND_DIRTY,0.9706582077716098,0.9771784232365145,0.9697061496516207
